#comentario de prueba
#comentario de prueba
11, 19
stmap

7,9,17,0,0,0 # Destino
3, 1, 5, 0, 0, 4 # Pared rompible
5,1,1,9,16,0 # Llave
5,3,17,8,17,0 # Llave
3,8,16,0,0,9 # Pared rompible
6,9,10,2,17,0 # Teletransportador
#Paredes
2,0,0,0,0,0
2,0,1,0,0,0
2,0,2,0,0,0
2,0,3,0,0,0
2,0,4,0,0,0
2,0,5,0,0,0
2,0,6,0,0,0
2,0,7,0,0,0
2,0,8,0,0,0
2,0,9,0,0,0
2,0,10,0,0,0
2,0,11,0,0,0
2,0,12,0,0,0
2,0,13,0,0,0
2,0,14,0,0,0
2,0,15,0,0,0
2,0,16,0,0,0
2,0,17,0,0,0
2,0,18,0,0,0
2,1,0,0,0,0
2,1,18,0,0,0
2,2,0,0,0,0
2,2,18,0,0,0
2,3,0,0,0,0
2,3,18,0,0,0
2,4,0,0,0,0
2,4,18,0,0,0
2,5,0,0,0,0
2,5,18,0,0,0
2,6,0,0,0,0
2,6,18,0,0,0
2,7,0,0,0,0
2,7,18,0,0,0
2,8,0,0,0,0
2,8,18,0,0,0
2,9,0,0,0,0
2,9,18,0,0,0
2,10,0,0,0,0
2,10,1,0,0,0
2,10,2,0,0,0
2,10,3,0,0,0
2,10,4,0,0,0
2,10,5,0,0,0
2,10,6,0,0,0
2,10,7,0,0,0
2,10,8,0,0,0
2,10,9,0,0,0
2,10,10,0,0,0
2,10,11,0,0,0
2,10,12,0,0,0
2,10,13,0,0,0
2,10,14,0,0,0
2,10,15,0,0,0
2,10,16,0,0,0
2,10,17,0,0,0
2,10,18,0,0,0
2,1,17,0,0,0
2,1,16,0,0,0
2,2,1,0,0,0
2,2,2,0,0,0
2,3,3,0,0,0
2,4,4,0,0,0
2,4,5,0,0,0
2,5,7,0,0,0
2,5,8,0,0,0
2,5,9,0,0,0
2,6,9,0,0,0
2,7,5,0,0,0
2,7,6,0,0,0
2,7,7,0,0,0
2,7,9,0,0,0
2,8,1,0,0,0
2,8,2,0,0,0
2,8,3,0,0,0
2,8,4,0,0,0
2,8,9,0,0,0
2,9,15,0,0,0
2,8,15,0,0,0
2,7,15,0,0,0
2,9,12,0,0,0
2,8,12,0,0,0
2,9,9,0,0,0

# Jugador
1, 9, 1, 0, 0, 0
# Monedas
4,1,6,0,0,10
4,1,8,0,0,10
4,6,11,0,0,10
4,6,5,0,0,10
4,6,4,0,0,10
4,6,3,0,0,10
4,9,3,0,0,10

#Puntos Tota:70



