#comentario de prueba
#comentario de prueba
10, 10
welcome


5,1,8,8,6,0 # Llave
6,2,1,6,4,0 # Teletransportador
3, 2, 2, 0, 0, 3 # Pared rompible
3, 7, 1, 0, 0, 3 # Pared rompible

#Paredes
2,	0,0,0,0,0
2,0,1,0,0,0
2,0,2,0,0,0
2,0,3,0,0,0
2,0,4,0,0,0
2,0,5,0,0,0
2,0,6,0,0,0
2,0,7,0,0,0
2,0,8,0,0,0
2,0,9,0,0,0
2,9,1,0,0,0
2,9,2,0,0,0
2,9,3,0,0,0
2,9,4,0,0,0
2,9,5,0,0,0
2,9,6,0,0,0
2,9,7,0,0,0
2,9,8,0,0,0
2,9,9,0,0,0
2,1,0,0,0,0
2,2,0,0,0,0
2,3,0,0,0,0
2,4,0,0,0,0
2,5,0,0,0,0
2,6,0,0,0,0
2,7,0,0,0,0
2,8,0,0,0,0
2,9,0,0,0,0
2,1,9,0,0,0
2,2,9,0,0,0
2,3,9,0,0,0
2,4,9,0,0,0
2,5,9,0,0,0
2,6,9,0,0,0
2,7,9,0,0,0
2,8,9,0,0,0
2,6,8,0,0,0
2,6,7,0,0,0
2,6,6,0,0,0
2,7,6,0,0,0
2,3,1,0,0,0
2,3,2,0,0,0
2,3,3,0,0,0
2,3,4,0,0,0
2,3,5,0,0,0
2,3,6,0,0,0
2,3,7,0,0,0
2,3,8,0,0,0
# Jugador
1, 4, 8, 0, 0, 0
# Monedas
4,5,1,0,0,10
4,5,3,0,0,10
4,5,5,0,0,10
4,2,3,0,0,10
4,2,5,0,0,10
4,2,7,0,0,10
#Puntos Tota:50



7,8,8,0,0,0 # Destino
